# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: 
# Instrument: BOA_beamline_monitors_Synthetic.instr
# Ncount: 25000000
# Trace: no
# Gravitation: no
# Seed: 1672844885876744
# Directory: BOA_Source_gen/1
# Nodes: 8
# Param: BASEdir=BOA_1-9AA_1e8/1/
# Param: Lmin=1
# Param: Lmax=9
# Param: trompete_exit_slit_width=0.04
# Param: trompete_exit_slit_height=0.04
# Date: Wed Jan  4 16:08:30 2023 (1672844910)
# type: array_1d(200)
# Source: BOA_RNR51 (BOA_beamline_monitors_Synthetic.instr)
# component: spectra_bunker
# position: 0 0 10.2396
# title: Wavelength monitor
# Ncount: 200000000
# filename: spectra_bunker.dat
# statistics: X0=4.36421; dX=1.81398;
# signal: Min=0; Max=1.949e+07; Mean=8.31601e+06;
# values: 1.6632e+09 187355 1e+08
# xvar: L
# yvar: (I,I_err)
# xlabel: Wavelength [AA]
# ylabel: Intensity
# xlimits: 0 10
# variables: L I I_err N
0.025 0 0 0 
0.075 0 0 0 
0.125 0 0 0 
0.175 0 0 0 
0.225 0 0 0 
0.275 0 0 0 
0.325 0 0 0 
0.375 0 0 0 
0.425 0 0 0 
0.475 0 0 0 
0.525 0 0 0 
0.575 0 0 0 
0.625 0 0 0 
0.675 0 0 0 
0.725 0 0 0 
0.775 0 0 0 
0.825 0 0 0 
0.875 0 0 0 
0.925 0 0 0 
0.975 0 0 0 
1.025 1674530.167 2271.099791 574300 
1.075 2525735.104 3327.074704 627303 
1.125 3004415.499 3832.005941 625550 
1.175 3565830.934 4570.795452 624970 
1.225 4177554.433 5307.102874 625037 
1.275 4465031.063 5697.774221 624607 
1.325 4934388.133 6318.824949 624891 
1.375 5611187.281 7136.956495 626874 
1.425 6417250.71 8143.196722 627643 
1.475 7271460.504 9209.774135 626334 
1.525 6750772.864 8613.673319 624450 
1.575 7565552.147 9676.333692 625347 
1.625 7728075.315 9821.887049 625943 
1.675 8435331.747 10687.45397 626290 
1.725 9349125.321 11836.40199 626261 
1.775 8786137.301 11123.04599 626814 
1.825 9511970.2 12033.58221 625275 
1.875 10473744.82 13266.62469 625272 
1.925 9960987.781 12608.02865 624880 
1.975 10710003.91 13551.08817 626294 
2.025 11018657.58 13995.2176 625199 
2.075 11405271.64 14444.01239 625936 
2.125 11928855.94 15088.23504 625496 
2.175 11503229.61 14592.22436 623491 
2.225 11845869.98 14977.68085 625950 
2.275 13053172.06 16504.21829 626132 
2.325 13203826.86 16711.29254 625836 
2.375 12810200.5 16233.29856 625986 
2.425 12809262.06 16194.93902 626607 
2.475 13239636.71 16767.33342 625424 
2.525 14609647.91 18465.33963 626019 
2.575 14305145.53 18105.91555 626090 
2.625 15364791.14 19463.39147 625158 
2.675 15450261.08 19548.08847 625711 
2.725 15908186.07 20133.17908 625436 
2.775 16938882.08 21410.80206 626313 
2.825 16495032.69 20853.61801 625947 
2.875 17329975.27 21911.66434 625685 
2.925 17130152.01 21681.18168 625672 
2.975 17422658.92 22051.10519 625198 
3.025 18409844.37 23271.82072 626277 
3.075 18195827.1 22991.19822 626540 
3.125 18494323.15 23395.86276 625715 
3.175 18231608.99 23074.14546 624584 
3.225 19022936.53 24048.39274 626035 
3.275 19026614.29 24067.72171 625089 
3.325 19262236 24349.71494 626005 
3.375 19157585.81 24212.06727 626681 
3.425 19489988.28 24655.08648 625578 
3.475 19254865.76 24364.10948 625117 
3.525 18619705.89 23542.70401 625864 
3.575 19114175.73 24180.21084 625819 
3.625 19265163.22 24371.86548 624941 
3.675 19124415.74 24194.18732 625109 
3.725 19016366.5 24054.44951 625342 
3.775 18772642.52 23784.12935 623459 
3.825 19134591.96 24223.87966 624382 
3.875 18715831.99 23639.05968 627089 
3.925 18403550.48 23250.1407 626822 
3.975 18147743.9 22962.00027 625062 
4.025 18470538.37 23353.47592 626195 
4.075 17832997.42 22535.43301 626566 
4.125 17977183.52 22717.04175 626279 
4.175 17549247.38 22182.77228 626089 
4.225 17532103.95 22182.53582 624834 
4.275 17023921.12 21522.34387 625826 
4.325 16597989.61 20978.21934 626255 
4.375 16623121.07 21018.6041 625763 
4.425 16238536.31 20534.8879 625495 
4.475 16106709.52 20368.81415 625392 
4.525 15903562.22 20125.97712 624778 
4.575 15718130.82 19885.34086 625092 
4.625 15644861.43 19786.28375 625438 
4.675 15452596.87 19529.01932 626298 
4.725 14982345.83 18942.07082 625688 
4.775 14574130.02 18431.1215 625319 
4.825 14042395.84 17750.28807 626443 
4.875 14152351.26 17893.75411 625794 
4.925 13861068.62 17516.32656 626277 
4.975 13846861.95 17527.6733 624381 
5.025 13439129.71 16996.27578 625366 
5.075 13089506.67 16552.24407 625649 
5.125 12929911.84 16343.70797 625991 
5.175 12731255.13 16102.4317 625530 
5.225 12453693.63 15751.0655 625363 
5.275 12317776.97 15567.85838 626207 
5.325 11819645.01 14949.78855 625596 
5.375 11874130.37 15007.33531 626108 
5.425 11495241.61 14527.28245 626434 
5.475 11466033.69 14497.00324 625670 
5.525 11239667.58 14203.7383 626297 
5.575 11082228.23 14001.62894 626801 
5.625 10862710.85 13736.6373 625762 
5.675 10467023.16 13237.79291 625466 
5.725 10244318.62 12956.18677 625462 
5.775 10204433 12904.29543 625629 
5.825 9784260.85 12368.21568 625973 
5.875 9532226.907 12057.06271 625144 
5.925 9547186.831 12072.58843 625573 
5.975 9263150.548 11704.71939 626554 
6.025 9139404.055 11560.28363 625342 
6.075 8840049.649 11179.60623 625428 
6.125 8601988.089 10887.99885 624219 
6.175 8594965.886 10871.76953 625483 
6.225 8292555.327 10478.08775 626466 
6.275 8155923.016 10320.92168 624566 
6.325 8123929.195 10261.92179 626806 
6.375 7907037.981 10000.8194 625347 
6.425 7662887.372 9693.606021 625143 
6.475 7627718.527 9643.351035 626006 
6.525 7587673.882 9594.788011 625496 
6.575 7181145.251 9082.644892 625238 
6.625 7166180.131 9051.55052 626845 
6.675 7096898.241 8981.816993 624568 
6.725 6940450.525 8774.403037 625821 
6.775 6810128.577 8611.239339 625570 
